Instance Name,	 brkga-scp-1 Value,	 brkga-scp-1 Time,	 brkga-scp-4 Value,	 brkga-scp-4 Time,	 brkga-scp-8 Value,	 brkga-scp-8 Time,	 cuda-host1 Value,	 cuda-host1 Time,	 cuda-host4 Value,	 cuda-host4 Time,	 cuda-host8 Value,	 cuda-host8 Time
scp65.txt.result,	 161.00 (0.00), 226.50 (9.15), 161.00 (0.00), 133.48 (5.80), 161.00 (0.00), 141.05 (7.34), 161.00 (0.00), 36.17 (1.00), 161.00 (0.00), 14.23 (0.16), 161.00 (0.00), 13.03 (1.04), 
