Instance Name,	 brkga-scp-1 Value,	 brkga-scp-1 Time,	 brkga-scp-4 Value,	 brkga-scp-4 Time,	 brkga-scp-8 Value,	 brkga-scp-8 Time,	 cuda-host1 Value,	 cuda-host1 Time,	 cuda-host4 Value,	 cuda-host4 Time,	 cuda-host8 Value,	 cuda-host8 Time
scp65.txt.result,	 161.00 (0.00), 21.71 (0.06), 161.00 (0.00), 11.60 (0.69), 161.00 (0.00), 17.05 (1.66), 162.00 (0.00), 4.01 (0.06), 162.00 (0.00), 1.80 (0.02), 162.00 (0.00), 1.62 (0.04), 
