Instance Name,	 brkga-tsp-1 Value,	 brkga-tsp-1 Time,	 brkga-tsp-4 Value,	 brkga-tsp-4 Time,	 brkga-tsp-8 Value,	 brkga-tsp-8 Time,	 cuda-device Value,	 cuda-device Time
zi929.tsp.result,	 932403.19, 43.01, 932403.19, 20.02, 932403.19, 17.76, 948092.81, 6.56, 
lu980.tsp.result,	 137043.38, 45.45, 137043.38, 21.10, 137043.38, 18.87, 126053.04, 6.72, 
rw1621.tsp.result,	 587952.88, 80.11, 587952.88, 35.94, 587952.88, 31.31, 579833.19, 10.91, 
mu1979.tsp.result,	 2548211.50, 98.53, 2548211.50, 44.51, 2548211.50, 38.31, 2465718.00, 12.62, 
nu3496.tsp.result,	 3200853.75, 183.00, 3200853.75, 80.80, 3200853.75, 69.31, 3200197.50, 21.19, 
ca4663.tsp.result,	 70627200.00, 251.48, 70627200.00, 113.52, 70627200.00, 94.25, 70621040.00, 29.75, 
tz6117.tsp.result,	 20244162.00, 337.07, 20244162.00, 145.63, 20244162.00, 123.45, 20468628.00, 39.11, 
eg7146.tsp.result,	 9340685.00, 397.57, 9340685.00, 170.48, 9340685.00, 144.73, 9406424.00, 44.60, 
ym7663.tsp.result,	 13156370.00, 429.61, 13156370.00, 184.06, 13156370.00, 155.53, 12508235.00, 49.21, 
pm8079.tsp.result,	 7937487.00, 454.38, 7937487.00, 194.47, 7937487.00, 164.67, 7895304.00, 54.21, 
ei8246.tsp.result,	 10408383.00, 467.70, 10408383.00, 206.77, 10408383.00, 169.10, 10367363.00, 55.68, 
ar9152.tsp.result,	 54301180.00, 523.41, 54301180.00, 231.23, 54301180.00, 189.72, 53765484.00, 61.55, 
ja9847.tsp.result,	 48480740.00, 563.71, 48480740.00, 238.62, 48480740.00, 201.46, 48044316.00, 67.90, 
gr9882.tsp.result,	 21154658.00, 568.41, 21154658.00, 250.28, 21154658.00, 204.26, 21144074.00, 66.94, 
kz9976.tsp.result,	 90703736.00, 574.75, 90703736.00, 252.57, 90703736.00, 208.78, 86311328.00, 62.76, 
fi10639.tsp.result,	 30736370.00, 616.10, 30736370.00, 260.28, 30736370.00, 219.23, 30961720.00, 73.01, 
mo14185.tsp.result,	 34199256.00, 848.43, 34199256.00, 365.78, 34199256.00, 297.89, 33993396.00, 98.87, 
ho14473.tsp.result,	 16671520.00, 857.11, 16671520.00, 358.94, 16671520.00, 299.98, 16695521.00, 101.02, 
it16862.tsp.result,	 54033320.00, 1024.27, 54033320.00, 439.76, 54033320.00, 356.24, 53788440.00, 119.61, 
vm22775.tsp.result,	 94026648.00, 1401.78, 94026648.00, 576.84, 94026648.00, 479.19, 94970560.00, 163.35, 
sw24978.tsp.result,	 90368224.00, 1554.87, 90368224.00, 636.23, 90368224.00, 528.22, 90397880.00, 184.63, 
bm33708.tsp.result,	 118205640.00, 2146.09, 118205640.00, 874.03, 118205640.00, 721.26, 117965896.00, 275.81, 
