test_time	commit	tool	problem	instance	ans	elapsed	seed	threads	generations	exchange-interval	exchange-count	pop-count	pop-size	elite	mutant	rhoe	decode	fast-decode	log-step	convergence	system	cpu	host-memory	gpu	gpu-memory	nvcc	g++
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	brkga-cuda	scp	scp41	1457.000	5.622	1	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10836,5108,2521,2019,1797,1684,1618,1539,1526,1512,1512,1512,1512,1512,1512,1512,1497,1484,1484,1484,1484,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga	scp	scp41	1844.000	6.030	1	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10816,6720,4556,2985,2417,2168,2083,1998,1938,1926,1866,1866,1854,1854,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga-fixed	scp	scp41	1383.000	5.919	1	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10816,6636,4083,2536,2056,1843,1790,1683,1625,1565,1550,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1456,1435,1435,1435,1435,1435,1419,1419,1414,1414,1414,1414,1383,1383]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	brkga-cuda	scp	scp41	1271.000	5.663	2	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10610,4320,2402,1856,1592,1563,1522,1508,1508,1499,1499,1499,1499,1499,1499,1499,1499,1485,1429,1415,1415,1415,1415,1403,1403,1324,1324,1324,1324,1324,1324,1309,1271,1271,1271,1271,1271,1271,1271,1271,1271]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga	scp	scp41	1933.000	6.068	2	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10343,6996,4666,2828,2169,2091,2021,1999,1988,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1933,1933,1933,1933,1933,1933,1933,1933,1933]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga-fixed	scp	scp41	1143.000	5.929	2	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10343,6833,3974,2369,1686,1458,1333,1298,1272,1267,1255,1254,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1223,1223,1194,1194,1179,1179,1171,1171,1149,1149,1143,1143,1143,1143,1143,1143,1143,1143]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	brkga-cuda	scp	scp41	1336.000	5.662	3	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10523,5589,2716,1945,1784,1667,1595,1589,1589,1587,1564,1562,1545,1545,1545,1532,1532,1532,1514,1452,1431,1431,1423,1423,1423,1423,1392,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga	scp	scp41	1723.000	6.028	3	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10575,7025,4228,2716,2350,2106,2006,1938,1908,1905,1887,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1853,1853,1841,1727,1727,1723,1723,1723,1723,1723,1723,1723,1723,1723]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga-fixed	scp	scp41	1403.000	5.921	3	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10575,6506,4228,2563,2039,1809,1628,1617,1545,1532,1524,1521,1521,1521,1521,1484,1461,1461,1461,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	brkga-cuda	scp	scp41	1387.000	5.649	4	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10218,5166,2789,2101,1908,1813,1810,1788,1788,1780,1778,1722,1691,1691,1691,1691,1691,1603,1603,1603,1602,1476,1476,1476,1441,1419,1419,1419,1419,1419,1419,1419,1419,1414,1414,1414,1414,1414,1387,1387,1387]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga	scp	scp41	1570.000	6.070	4	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10806,6912,4464,2905,2253,1907,1806,1792,1755,1692,1593,1593,1593,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1578,1570,1570]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga-fixed	scp	scp41	1325.000	5.919	4	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10806,6378,3902,2552,2104,1788,1570,1519,1413,1365,1365,1364,1364,1364,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1325,1325,1325,1325,1325]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	brkga-cuda	scp	scp41	1566.000	5.666	5	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[9846,5121,2903,2236,1942,1771,1745,1722,1709,1709,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1667,1667,1667,1600,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1566,1566,1566,1566]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-18T09:55:40	af9a7e2f6fa23454027ca9c0487ba4395ba49612	gpu-brkga	scp	scp41	1646.000	6.026	5	256	1000	50	2	3	256	0.1	0.1	0.75	device	0	25	[10288,7046,4427,2968,2440,2140,1965,1869,1848,1777,1762,1747,1747,1747,1747,1747,1747,1747,1659,1659,1659,1659,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1646,1646]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	 GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
