Instance Name,	 brkga-tsp-1 Value,	 brkga-tsp-1 Time,	 brkga-tsp-4 Value,	 brkga-tsp-4 Time,	 brkga-tsp-8 Value,	 brkga-tsp-8 Time,	 cuda-device Value,	 cuda-device Time
zi929.tsp.resul,	 953056.00, 36.99, 927479.00, 19.44, 921492.00, 19.88, 948092.81, 14.94, 
lu980.tsp.resul,	 138241.00, 39.59, 134166.00, 20.82, 137855.00, 20.29, 126053.04, 15.49, 
rw1621.tsp.resul,	 588307.00, 69.32, 584354.00, 35.48, 581477.00, 35.47, 579833.19, 28.76, 
mu1979.tsp.resul,	 2623049.00, 86.37, 2577998.00, 43.55, 2578700.00, 44.34, 2465718.00, 32.66, 
nu3496.tsp.resul,	 3181367.00, 160.64, 3171500.00, 79.78, 3170165.00, 76.92, 3200197.50, 59.61, 
ca4663.tsp.resul,	 70027576.00, 218.59, 71088824.00, 108.28, 71608696.00, 97.42, 70621040.00, 81.82, 
tz6117.tsp.resul,	 20420208.00, 294.05, 20426728.00, 138.38, 20466176.00, 126.86, 20468628.00, 107.15, 
eg7146.tsp.resul,	 9379337.00, 347.73, 9394249.00, 162.28, 9407170.00, 145.52, 9406424.00, 125.61, 
ym7663.tsp.resul,	 13047365.00, 374.84, 13103699.00, 174.44, 13047244.00, 154.76, 12508235.00, 134.27, 
pm8079.tsp.resul,	 7876657.00, 398.41, 7927382.00, 184.73, 7896056.00, 162.91, 7895304.00, 142.36, 
ei8246.tsp.resul,	 10511863.00, 404.05, 10483068.00, 188.10, 10475152.00, 166.00, 10367363.00, 149.81, 
ar9152.tsp.resul,	 54006324.00, 453.42, 54269892.00, 209.06, 53880856.00, 182.92, 53765484.00, 166.95, 
ja9847.tsp.resul,	 48508624.00, 490.24, 48609928.00, 224.11, 48451080.00, 198.90, 48044316.00, 179.20, 
gr9882.tsp.resul,	 20969820.00, 492.58, 21072884.00, 225.94, 21066840.00, 200.13, 21144074.00, 187.45, 
kz9976.tsp.resul,	 90957584.00, 499.32, 90266360.00, 226.84, 91053856.00, 198.45, 86311328.00, 180.48, 
fi10639.tsp.resul,	 30901924.00, 540.63, 31286908.00, 243.17, 31198206.00, 214.26, 30961720.00, 192.61, 
mo14185.tsp.resul,	 34129560.00, 729.22, 34107928.00, 336.51, 34110512.00, 285.45, 33993396.00, 257.66, 
ho14473.tsp.resul,	 16615462.00, 741.17, 16618358.00, 334.46, 16520971.00, 290.99, 16695521.00, 281.66, 
it16862.tsp.resul,	 54029448.00, 906.21, 54029688.00, 387.06, 53879468.00, 338.79, 53788440.00, 317.45, 
vm22775.tsp.resul,	 94326544.00, 1226.25, 94516152.00, 546.55, 94529696.00, 461.74, 94970560.00, 430.26, 
sw24978.tsp.resul,	 90250136.00, 1361.43, 90841008.00, 592.81, 90529840.00, 513.24, 90397880.00, 472.90, 
bm33708.tsp.resul,	 118330712.00, 1874.76, 118299096.00, 810.12, 118559624.00, 688.82, inf, 5.21, 
