test_time	commit	tool	problem	instance	ans	elapsed	seed	threads	generations	exchange-interval	exchange-count	pop-count	pop-size	elite	mutant	rhoe	decode	fast-decode	log-step	convergence	system	cpu	host-memory	gpu	gpu-memory	nvcc	g++
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	192174.000	1.298	1	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[218667,210786,203076,200938,199658,198436,197777,197340,196575,196374,195845,194930,194930,194379,194379,194296,194228,193995,193995,193976,193945,193799,193783,193339,193339,193339,193268,192668,192668,192641,192532,192532,192532,192532,192532,192532,192418,192174,192174,192174,192174]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	192477.000	1.325	2	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[218870,212269,205395,202085,200730,200615,200273,200273,199731,198956,198904,198701,198701,198444,198231,197365,197365,197158,197151,196974,196974,196405,196405,195782,195646,195145,195145,195044,194940,194839,194456,194456,194150,194037,193465,193258,193187,192495,192495,192477,192477]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	191888.000	1.283	3	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[218196,210946,206874,202595,201482,201112,199433,199115,198833,198219,197764,196005,195830,195522,195053,194699,194624,194433,194433,194362,194212,194013,193625,193552,193147,193127,193075,192932,192793,192405,192405,192355,191938,191888,191888,191888,191888,191888,191888,191888,191888]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	193579.000	1.338	4	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[219215,211539,206122,204530,203120,201757,200968,200968,200608,200203,199890,199137,198634,197903,197602,197186,196944,196318,196232,195908,195908,195649,195649,195511,195511,195374,195215,195214,194737,194410,194122,193797,193797,193713,193713,193713,193713,193597,193597,193597,193579]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	190241.000	1.280	5	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[218735,211403,207352,203134,200137,198373,197538,197167,196910,196437,195745,194847,194600,194470,194470,193929,193922,193642,193451,193053,193053,192746,192674,192438,191753,191529,191529,191529,191447,191447,191163,190636,190636,190608,190608,190411,190411,190411,190411,190241,190241]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	192507.000	1.269	6	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[218647,211755,206680,204081,202379,201174,201140,200859,199806,199357,198221,197327,197218,196784,196784,196344,195865,194882,194882,194131,193327,193327,193282,193243,193034,192631,192631,192631,192631,192631,192631,192631,192631,192631,192631,192548,192548,192519,192519,192507,192507]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	189850.000	1.332	7	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[215089,212082,206627,204269,200596,199469,199074,198104,197448,196149,196149,195500,195500,194655,194603,194356,194215,193874,193255,192747,192747,192421,191947,191556,191450,191281,191281,191201,191201,190985,190985,190853,190401,190251,190251,190251,190251,190251,190066,189984,189850]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	193932.000	1.287	8	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[217771,209026,203565,202046,201181,200805,200586,200387,199475,199475,199233,199064,197855,197602,197602,197550,197438,197377,196939,196589,196589,196222,196148,195450,195450,195056,195056,194880,194834,194688,194688,194687,194687,194405,194272,194007,194007,193932,193932,193932,193932]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	193167.000	1.284	9	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[215643,211513,206453,202829,200990,200646,200646,200254,199691,198579,198154,197414,196647,195350,194948,193525,193525,193520,193520,193520,193462,193462,193462,193462,193462,193462,193462,193462,193401,193401,193357,193181,193181,193181,193181,193181,193181,193181,193181,193181,193167]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n219-k73	191277.000	1.289	10	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[217642,212971,206724,201130,197326,197224,197036,197036,196282,195964,195661,194767,194767,194065,193911,193715,193715,193610,193610,193610,193610,193610,193610,193203,193030,192550,192550,192312,192312,192007,192007,191909,191909,191586,191573,191536,191536,191536,191536,191461,191277]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n266-k58	114177.000	1.273	1	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[159415,148002,141268,132983,131050,129649,128644,127801,127135,125928,125669,124415,124053,122922,122530,121780,121425,120516,120503,120316,120307,119921,119245,118598,118598,118312,118300,117268,117268,116944,116729,116562,116351,115943,115943,115782,115642,115232,115215,114631,114177]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n266-k58	113847.000	1.282	2	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[157035,146671,142359,134750,133114,130590,130077,129016,127436,124967,124909,124002,123796,123068,122953,121835,121835,120998,120850,120222,120138,119668,119431,119159,118890,118337,118275,117722,117267,116418,116276,116100,115975,115061,115061,114375,114375,114203,114039,113847,113847]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n266-k58	113182.000	1.306	3	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[158970,146131,138872,133108,131531,128772,128303,127087,127031,126006,124896,123679,123679,122463,122434,121657,121657,120996,120996,120467,120452,119858,119642,119089,119084,118634,118407,118038,117994,117359,117299,116798,116725,115641,114476,114164,114077,113718,113718,113296,113182]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n266-k58	116199.000	1.266	4	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[157966,148382,140390,132983,128723,128383,128032,127076,125332,123958,123575,121969,121803,121046,121043,119877,119877,119493,119493,118924,118825,118554,118543,118274,118247,118012,118012,117926,117914,117596,117524,117462,117410,117078,117057,116700,116567,116346,116343,116199,116199]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
2022-05-13T17:20:52	0a06c176502049d6d7b72da8c29605eb10b466e3	gpu-brkga	cvrp	X-n266-k58	115705.000	1.299	5	256	1000	50	2	3	256	0.1	0.1	0.75	device	1	25	[158282,147272,138003,134071,131284,130793,129425,128836,127314,126360,126157,125150,124323,123251,123070,122771,122662,122047,121982,121771,121675,120735,120727,119902,119902,119742,119742,119269,119225,118820,118820,117999,117986,117441,117240,116834,116742,116359,116241,115924,115705]	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	"NVIDIA Corporation GK208B [GeForce GT 710] (rev a1)
NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)"	"GK208B [GeForce GT 710]
 GP104 [GeForce GTX 1070]"	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
