Instance Name,	 brkga-tsp-1 Value,	 brkga-tsp-1 Time,	 brkga-tsp-4 Value,	 brkga-tsp-4 Time,	 brkga-tsp-8 Value,	 brkga-tsp-8 Time,	 cuda-device Value,	 cuda-device Time,	 cuda-host1 Value,	 cuda-host1 Time,	 cuda-host4 Value,	 cuda-host4 Time,	 cuda-host8 Value,	 cuda-host8 Time
zi929.tsp.result,	 932403.19 (0.00), 43.01 (0.00), 932403.19 (0.00), 20.02 (0.02), 932403.19 (0.00), 17.76 (0.20), 948092.81 (0.00), 6.56 (0.02), 940213.38 (0.00), 31.92 (0.06), 940213.38 (0.00), 10.60 (0.05), 940213.38 (0.00), 7.12 (0.02), 
lu980.tsp.result,	 137043.38 (0.00), 45.45 (0.02), 137043.38 (0.00), 21.10 (0.10), 137043.38 (0.00), 18.87 (0.32), 126053.04 (0.00), 6.72 (0.10), 135263.86 (0.00), 33.87 (0.05), 135263.86 (0.00), 11.31 (0.20), 135263.86 (0.00), 7.52 (0.23), 
rw1621.tsp.result,	 587952.88 (0.00), 80.11 (1.25), 587952.88 (0.00), 35.94 (0.05), 587952.88 (0.00), 31.31 (0.03), 579833.19 (0.00), 10.91 (0.20), 589232.44 (0.00), 67.14 (0.11), 589232.44 (0.00), 20.51 (0.30), 589232.44 (0.00), 13.09 (0.10), 
mu1979.tsp.result,	 2548211.50 (0.00), 98.53 (0.17), 2548211.50 (0.00), 44.51 (0.33), 2548211.50 (0.00), 38.31 (0.09), 2465718.00 (0.00), 12.62 (0.57), 2639867.25 (0.00), 85.63 (0.03), 2639867.25 (0.00), 25.45 (0.20), 2639867.25 (0.00), 16.43 (0.38), 
nu3496.tsp.result,	 3200853.75 (0.00), 183.00 (0.11), 3200853.75 (0.00), 80.80 (0.47), 3200853.75 (0.00), 69.31 (0.09), 3200197.50 (0.00), 21.19 (1.09), 3175040.50 (0.00), 169.11 (0.05), 3175040.50 (0.00), 48.61 (0.45), 3175040.50 (0.00), 29.87 (0.14), 
ca4663.tsp.result,	 70627200.00 (0.00), 251.48 (0.87), 70627200.00 (0.00), 113.52 (0.41), 70627200.00 (0.00), 94.25 (0.54), 70621040.00 (0.00), 29.75 (0.05), 69288648.00 (0.00), 246.24 (0.56), 69288648.00 (0.00), 71.07 (1.37), 69288648.00 (0.00), 41.88 (0.19), 
tz6117.tsp.result,	 20244162.00 (0.00), 337.07 (0.91), 20244162.00 (0.00), 145.63 (0.44), 20244162.00 (0.00), 123.45 (0.30), 20468628.00 (0.00), 39.11 (0.03), 19177762.00 (0.00), 346.04 (0.42), 19177762.00 (0.00), 97.47 (0.23), 19177762.00 (0.00), 59.62 (1.33), 
eg7146.tsp.result,	 9340685.00 (0.00), 397.57 (0.67), 9340685.00 (0.00), 170.48 (0.70), 9340685.00 (0.00), 144.73 (0.36), 9406424.00 (0.00), 44.60 (0.18), 9435037.00 (0.00), 414.73 (0.15), 9435037.00 (0.00), 116.54 (0.22), 9435037.00 (0.00), 69.76 (0.60), 
ym7663.tsp.result,	 13156370.00 (0.00), 429.61 (0.39), 13156370.00 (0.00), 184.06 (0.50), 13156370.00 (0.00), 155.53 (0.19), 12508235.00 (0.00), 49.21 (2.01), 12780185.00 (0.00), 448.30 (0.14), 12780185.00 (0.00), 125.42 (0.34), 12780185.00 (0.00), 75.71 (0.28), 
pm8079.tsp.result,	 7937487.00 (0.00), 454.38 (0.07), 7937487.00 (0.00), 194.47 (0.05), 7937487.00 (0.00), 164.67 (0.18), 7895304.00 (0.00), 54.21 (0.02), 7510982.50 (0.00), 477.75 (0.50), 7510982.50 (0.00), 133.49 (0.66), 7510982.50 (0.00), 80.08 (0.41), 
ei8246.tsp.result,	 10408383.00 (0.00), 467.70 (2.99), 10408383.00 (0.00), 206.77 (1.14), 10408383.00 (0.00), 169.10 (0.47), 10367363.00 (0.00), 55.68 (0.04), 10438837.00 (0.00), 486.46 (1.41), 10438837.00 (0.00), 138.63 (2.51), 10438837.00 (0.00), 80.94 (0.69), 
ar9152.tsp.result,	 54301180.00 (0.00), 523.41 (1.56), 54301180.00 (0.00), 231.23 (1.22), 54301180.00 (0.00), 189.72 (0.93), 53765484.00 (0.00), 61.55 (0.07), 53739768.00 (0.00), 548.25 (1.16), 53739768.00 (0.00), 154.11 (4.19), 53739768.00 (0.00), 90.26 (1.37), 
ja9847.tsp.result,	 48480740.00 (0.00), 563.71 (1.24), 48480740.00 (0.00), 238.62 (0.28), 48480740.00 (0.00), 201.46 (0.14), 48044316.00 (0.00), 67.90 (0.01), 48193840.00 (0.00), 594.56 (0.35), 48193840.00 (0.00), 165.38 (0.52), 48193840.00 (0.00), 99.51 (0.57), 
gr9882.tsp.result,	 21154658.00 (0.00), 568.41 (1.57), 21154658.00 (0.00), 250.28 (0.87), 21154658.00 (0.00), 204.26 (1.24), 21144074.00 (0.00), 66.94 (0.62), 21254152.00 (0.00), 592.18 (2.21), 21254152.00 (0.00), 166.44 (2.50), 21254152.00 (0.00), 97.79 (0.25), 
kz9976.tsp.result,	 90703736.00 (0.00), 574.75 (3.12), 90703736.00 (0.00), 252.57 (0.88), 90703736.00 (0.00), 208.78 (3.77), 86311328.00 (0.00), 62.76 (2.58), 90811520.00 (0.00), 599.03 (2.22), 90811520.00 (0.00), 167.88 (2.13), 90811520.00 (0.00), 98.41 (0.23), 
fi10639.tsp.result,	 30736370.00 (0.00), 616.10 (0.96), 30736370.00 (0.00), 260.28 (0.18), 30736370.00 (0.00), 219.23 (0.57), 30961720.00 (0.00), 73.01 (0.17), 30692302.00 (0.00), 646.43 (0.09), 30692302.00 (0.00), 180.28 (0.84), 30692302.00 (0.00), 108.30 (0.08), 
mo14185.tsp.result,	 34199256.00 (0.00), 848.43 (2.68), 34199256.00 (0.00), 365.78 (2.06), 34199256.00 (0.00), 297.89 (2.03), 33993396.00 (0.00), 98.87 (0.05), 33988144.00 (0.00), 885.73 (2.55), 33988144.00 (0.00), 251.62 (6.91), 33988144.00 (0.00), 146.47 (0.23), 
ho14473.tsp.result,	 16671520.00 (0.00), 857.11 (0.59), 16671520.00 (0.00), 358.94 (0.66), 16671520.00 (0.00), 299.98 (0.47), 16695521.00 (0.00), 101.02 (0.09), 16752822.00 (0.00), 904.39 (0.54), 16752822.00 (0.00), 250.74 (1.29), 16752822.00 (0.00), 154.60 (2.73), 
it16862.tsp.result,	 54033320.00 (0.00), 1024.27 (2.48), 54033320.00 (0.00), 439.76 (1.43), 54033320.00 (0.00), 356.24 (2.18), 53788440.00 (0.00), 119.61 (0.09), 54462392.00 (0.00), 1073.89 (1.16), 54462392.00 (0.00), 302.07 (8.37), 54462392.00 (0.00), 177.33 (3.38), 
vm22775.tsp.result,	 94026648.00 (0.00), 1401.78 (0.57), 94026648.00 (0.00), 576.84 (0.68), 94026648.00 (0.00), 479.19 (0.55), 94970560.00 (0.00), 163.35 (3.19), 95547096.00 (0.00), 1490.41 (5.18), 95547096.00 (0.00), 421.53 (5.14), 95547096.00 (0.00), 252.54 (4.67), 
sw24978.tsp.result,	 90368224.00 (0.00), 1554.87 (0.77), 90368224.00 (0.00), 636.23 (0.90), 90368224.00 (0.00), 528.22 (0.53), 90397880.00 (0.00), 184.63 (0.12), 91155672.00 (0.00), 1648.74 (4.69), 91155672.00 (0.00), 463.98 (2.03), 91155672.00 (0.00), 280.73 (1.61), 
bm33708.tsp.result,	 118205640.00 (0.00), 2146.09 (1.73), 118205640.00 (0.00), 874.03 (1.06), 118205640.00 (0.00), 721.26 (2.14), 117965896.00 (0.00), 275.81 (0.09), 118996288.00 (0.00), 2417.29 (23.34), 118996288.00 (0.00), 665.18 (11.32), 118996288.00 (0.00), 401.13 (5.24), 
